list,item,breakLoc,plurality,grammaticality,cond,wavname,question,answerCorrect,answerIncorrect
list1,126T,e,s,g,,126_e_g-spl.wav,When does Zack receive a care package?,monthly,weekly
list2,126T,e,s,g,,126_e_g-spl.wav,When does Zack receive a care package?,monthly,weekly
list3,126T,e,s,g,,126_e_g-spl.wav,When does Zack receive a care package?,monthly,weekly
list4,126T,e,s,g,,126_e_g-spl.wav,When does Zack receive a care package?,monthly,weekly
list5,126T,e,s,g,,126_e_g-spl.wav,When does Zack receive a care package?,monthly,weekly
list6,126T,e,s,g,,126_e_g-spl.wav,When does Zack receive a care package?,monthly,weekly
list1,127T,e,NA,g,,127_e_g-spl.wav,,,
list2,127T,e,NA,g,,127_e_g-spl.wav,,,
list3,127T,e,NA,g,,127_e_g-spl.wav,,,
list4,127T,e,NA,g,,127_e_g-spl.wav,,,
list5,127T,e,NA,g,,127_e_g-spl.wav,,,
list6,127T,e,NA,g,,127_e_g-spl.wav,,,
list1,128T,l,p,g,,128_l_g-spl.wav,,,
list2,128T,l,p,g,,128_l_g-spl.wav,,,
list3,128T,l,p,g,,128_l_g-spl.wav,,,
list4,128T,l,p,g,,128_l_g-spl.wav,,,
list5,128T,l,p,g,,128_l_g-spl.wav,,,
list6,128T,l,p,g,,128_l_g-spl.wav,,,
list1,129T,l,s,g,,129_l_g-spl.wav,,,
list2,129T,l,s,g,,129_l_g-spl.wav,,,
list3,129T,l,s,g,,129_l_g-spl.wav,,,
list4,129T,l,s,g,,129_l_g-spl.wav,,,
list5,129T,l,s,g,,129_l_g-spl.wav,,,
list6,129T,l,s,g,,129_l_g-spl.wav,,,
list1,130T,l,NA,g,,130_l_g-spl.wav,What had technical issues?,speakers,projectors
list2,130T,l,NA,g,,130_l_g-spl.wav,What had technical issues?,speakers,projectors
list3,130T,l,NA,g,,130_l_g-spl.wav,What had technical issues?,speakers,projectors
list4,130T,l,NA,g,,130_l_g-spl.wav,What had technical issues?,speakers,projectors
list5,130T,l,NA,g,,130_l_g-spl.wav,What had technical issues?,speakers,projectors
list6,130T,l,NA,g,,130_l_g-spl.wav,What had technical issues?,speakers,projectors
list1,131T,n,s,g,,131_n_g.wav,,,
list2,131T,n,s,g,,131_n_g.wav,,,
list3,131T,n,s,g,,131_n_g.wav,,,
list4,131T,n,s,g,,131_n_g.wav,,,
list5,131T,n,s,g,,131_n_g.wav,,,
list6,131T,n,s,g,,131_n_g.wav,,,
list1,132T,n,NA,g,,132_n_g.wav,What is the self help book about?,saving money,making friends
list2,132T,n,NA,g,,132_n_g.wav,What is the self help book about?,saving money,making friends
list3,132T,n,NA,g,,132_n_g.wav,What is the self help book about?,saving money,making friends
list4,132T,n,NA,g,,132_n_g.wav,What is the self help book about?,saving money,making friends
list5,132T,n,NA,g,,132_n_g.wav,What is the self help book about?,saving money,making friends
list6,132T,n,NA,g,,132_n_g.wav,What is the self help book about?,saving money,making friends
list1,133T,n,s,g,,133_n_g.wav,What cases do the lawyer win?,arson,homicide
list2,133T,n,s,g,,133_n_g.wav,What cases do the lawyer win?,arson,homicide
list3,133T,n,s,g,,133_n_g.wav,What cases do the lawyer win?,arson,homicide
list4,133T,n,s,g,,133_n_g.wav,What cases do the lawyer win?,arson,homicide
list5,133T,n,s,g,,133_n_g.wav,What cases do the lawyer win?,arson,homicide
list6,133T,n,s,g,,133_n_g.wav,What cases do the lawyer win?,arson,homicide
list1,134T,e,p,u,,134_e_u-spl.wav,,,
list2,134T,e,p,u,,134_e_u-spl.wav,,,
list3,134T,e,p,u,,134_e_u-spl.wav,,,
list4,134T,e,p,u,,134_e_u-spl.wav,,,
list5,134T,e,p,u,,134_e_u-spl.wav,,,
list6,134T,e,p,u,,134_e_u-spl.wav,,,
list1,135T,e,p,u,,135_e_u-spl.wav,,,
list2,135T,e,p,u,,135_e_u-spl.wav,,,
list3,135T,e,p,u,,135_e_u-spl.wav,,,
list4,135T,e,p,u,,135_e_u-spl.wav,,,
list5,135T,e,p,u,,135_e_u-spl.wav,,,
list6,135T,e,p,u,,135_e_u-spl.wav,,,
list1,136T,e,s,u,,136_e_u-spl.wav,,,
list2,136T,e,s,u,,136_e_u-spl.wav,,,
list3,136T,e,s,u,,136_e_u-spl.wav,,,
list4,136T,e,s,u,,136_e_u-spl.wav,,,
list5,136T,e,s,u,,136_e_u-spl.wav,,,
list6,136T,e,s,u,,136_e_u-spl.wav,,,
list1,137T,e,s,u,,137_e_u-spl.wav,What does the roommate forget to turn off?,light,TV
list2,137T,e,s,u,,137_e_u-spl.wav,What does the roommate forget to turn off?,light,TV
list3,137T,e,s,u,,137_e_u-spl.wav,What does the roommate forget to turn off?,light,TV
list4,137T,e,s,u,,137_e_u-spl.wav,What does the roommate forget to turn off?,light,TV
list5,137T,e,s,u,,137_e_u-spl.wav,What does the roommate forget to turn off?,light,TV
list6,137T,e,s,u,,137_e_u-spl.wav,What does the roommate forget to turn off?,light,TV
list1,138T,e,p,u,,138_e_u-spl.wav,What offers incentives?,dealership,store
list2,138T,e,p,u,,138_e_u-spl.wav,What offers incentives?,dealership,store
list3,138T,e,p,u,,138_e_u-spl.wav,What offers incentives?,dealership,store
list4,138T,e,p,u,,138_e_u-spl.wav,What offers incentives?,dealership,store
list5,138T,e,p,u,,138_e_u-spl.wav,What offers incentives?,dealership,store
list6,138T,e,p,u,,138_e_u-spl.wav,What offers incentives?,dealership,store
list1,139T,e,s,u,,139_e_u-spl.wav,Why do the pets require specialty food?,allergies,taste
list2,139T,e,s,u,,139_e_u-spl.wav,Why do the pets require specialty food?,allergies,taste
list3,139T,e,s,u,,139_e_u-spl.wav,Why do the pets require specialty food?,allergies,taste
list4,139T,e,s,u,,139_e_u-spl.wav,Why do the pets require specialty food?,allergies,taste
list5,139T,e,s,u,,139_e_u-spl.wav,Why do the pets require specialty food?,allergies,taste
list6,139T,e,s,u,,139_e_u-spl.wav,Why do the pets require specialty food?,allergies,taste
list1,140T,l,p,u,,140_l_u-spl.wav,,,
list2,140T,l,p,u,,140_l_u-spl.wav,,,
list3,140T,l,p,u,,140_l_u-spl.wav,,,
list4,140T,l,p,u,,140_l_u-spl.wav,,,
list5,140T,l,p,u,,140_l_u-spl.wav,,,
list6,140T,l,p,u,,140_l_u-spl.wav,,,
list1,141T,l,p,u,,141_l_u-spl.wav,What is bought in bulk?,batteries,paper
list2,141T,l,p,u,,141_l_u-spl.wav,What is bought in bulk?,batteries,paper
list3,141T,l,p,u,,141_l_u-spl.wav,What is bought in bulk?,batteries,paper
list4,141T,l,p,u,,141_l_u-spl.wav,What is bought in bulk?,batteries,paper
list5,141T,l,p,u,,141_l_u-spl.wav,What is bought in bulk?,batteries,paper
list6,141T,l,p,u,,141_l_u-spl.wav,What is bought in bulk?,batteries,paper
list1,142T,l,p,u,,142_l_u-spl.wav,Where is the rival restaurant?,across town,next door
list2,142T,l,p,u,,142_l_u-spl.wav,Where is the rival restaurant?,across town,next door
list3,142T,l,p,u,,142_l_u-spl.wav,Where is the rival restaurant?,across town,next door
list4,142T,l,p,u,,142_l_u-spl.wav,Where is the rival restaurant?,across town,next door
list5,142T,l,p,u,,142_l_u-spl.wav,Where is the rival restaurant?,across town,next door
list6,142T,l,p,u,,142_l_u-spl.wav,Where is the rival restaurant?,across town,next door
list1,143T,n,p,u,,143_n_u.wav,What has Taylor been late to?,class,work
list2,143T,n,p,u,,143_n_u.wav,What has Taylor been late to?,class,work
list3,143T,n,p,u,,143_n_u.wav,What has Taylor been late to?,class,work
list4,143T,n,p,u,,143_n_u.wav,What has Taylor been late to?,class,work
list5,143T,n,p,u,,143_n_u.wav,What has Taylor been late to?,class,work
list6,143T,n,p,u,,143_n_u.wav,What has Taylor been late to?,class,work
list1,144T,n,NA,u,,144_n_u.wav,,,
list2,144T,n,NA,u,,144_n_u.wav,,,
list3,144T,n,NA,u,,144_n_u.wav,,,
list4,144T,n,NA,u,,144_n_u.wav,,,
list5,144T,n,NA,u,,144_n_u.wav,,,
list6,144T,n,NA,u,,144_n_u.wav,,,
list1,145T,n,s,u,,145_n_u.wav,When do waiters hate rush hour shifts?,weekends,weekdays
list2,145T,n,s,u,,145_n_u.wav,When do waiters hate rush hour shifts?,weekends,weekdays
list3,145T,n,s,u,,145_n_u.wav,When do waiters hate rush hour shifts?,weekends,weekdays
list4,145T,n,s,u,,145_n_u.wav,When do waiters hate rush hour shifts?,weekends,weekdays
list5,145T,n,s,u,,145_n_u.wav,When do waiters hate rush hour shifts?,weekends,weekdays
list6,145T,n,s,u,,145_n_u.wav,When do waiters hate rush hour shifts?,weekends,weekdays
list1,146T,n,s,u,,146_n_u.wav,,,
list2,146T,n,s,u,,146_n_u.wav,,,
list3,146T,n,s,u,,146_n_u.wav,,,
list4,146T,n,s,u,,146_n_u.wav,,,
list5,146T,n,s,u,,146_n_u.wav,,,
list6,146T,n,s,u,,146_n_u.wav,,,
list1,147T,e,NA,g,,147_e_g-spl.wav,,,
list2,147T,e,NA,g,,147_e_g-spl.wav,,,
list3,147T,e,NA,g,,147_e_g-spl.wav,,,
list4,147T,e,NA,g,,147_e_g-spl.wav,,,
list5,147T,e,NA,g,,147_e_g-spl.wav,,,
list6,147T,e,NA,g,,147_e_g-spl.wav,,,
list1,148T,e,NA,g,,148_e_g-spl.wav,,,
list2,148T,e,NA,g,,148_e_g-spl.wav,,,
list3,148T,e,NA,g,,148_e_g-spl.wav,,,
list4,148T,e,NA,g,,148_e_g-spl.wav,,,
list5,148T,e,NA,g,,148_e_g-spl.wav,,,
list6,148T,e,NA,g,,148_e_g-spl.wav,,,
list1,149T,e,NA,g,,149_e_g-spl.wav,,,
list2,149T,e,NA,g,,149_e_g-spl.wav,,,
list3,149T,e,NA,g,,149_e_g-spl.wav,,,
list4,149T,e,NA,g,,149_e_g-spl.wav,,,
list5,149T,e,NA,g,,149_e_g-spl.wav,,,
list6,149T,e,NA,g,,149_e_g-spl.wav,,,
list1,150T,e,NA,g,,150_e_g-spl.wav,,,
list2,150T,e,NA,g,,150_e_g-spl.wav,,,
list3,150T,e,NA,g,,150_e_g-spl.wav,,,
list4,150T,e,NA,g,,150_e_g-spl.wav,,,
list5,150T,e,NA,g,,150_e_g-spl.wav,,,
list6,150T,e,NA,g,,150_e_g-spl.wav,,,
list1,151T,e,NA,g,,151_e_g-spl.wav,,,
list2,151T,e,NA,g,,151_e_g-spl.wav,,,
list3,151T,e,NA,g,,151_e_g-spl.wav,,,
list4,151T,e,NA,g,,151_e_g-spl.wav,,,
list5,151T,e,NA,g,,151_e_g-spl.wav,,,
list6,151T,e,NA,g,,151_e_g-spl.wav,,,
list1,152T,l,NA,g,,152_l_g-spl.wav,,,
list2,152T,l,NA,g,,152_l_g-spl.wav,,,
list3,152T,l,NA,g,,152_l_g-spl.wav,,,
list4,152T,l,NA,g,,152_l_g-spl.wav,,,
list5,152T,l,NA,g,,152_l_g-spl.wav,,,
list6,152T,l,NA,g,,152_l_g-spl.wav,,,
list1,153T,l,NA,g,,153_l_g-spl.wav,,,
list2,153T,l,NA,g,,153_l_g-spl.wav,,,
list3,153T,l,NA,g,,153_l_g-spl.wav,,,
list4,153T,l,NA,g,,153_l_g-spl.wav,,,
list5,153T,l,NA,g,,153_l_g-spl.wav,,,
list6,153T,l,NA,g,,153_l_g-spl.wav,,,
list1,154T,l,NA,g,,154_l_g-spl.wav,,,
list2,154T,l,NA,g,,154_l_g-spl.wav,,,
list3,154T,l,NA,g,,154_l_g-spl.wav,,,
list4,154T,l,NA,g,,154_l_g-spl.wav,,,
list5,154T,l,NA,g,,154_l_g-spl.wav,,,
list6,154T,l,NA,g,,154_l_g-spl.wav,,,
list1,155T,n,NA,g,,155_n_g.wav,,,
list2,155T,n,NA,g,,155_n_g.wav,,,
list3,155T,n,NA,g,,155_n_g.wav,,,
list4,155T,n,NA,g,,155_n_g.wav,,,
list5,155T,n,NA,g,,155_n_g.wav,,,
list6,155T,n,NA,g,,155_n_g.wav,,,
list1,156T,n,s,g,,156_n_g.wav,,,
list2,156T,n,s,g,,156_n_g.wav,,,
list3,156T,n,s,g,,156_n_g.wav,,,
list4,156T,n,s,g,,156_n_g.wav,,,
list5,156T,n,s,g,,156_n_g.wav,,,
list6,156T,n,s,g,,156_n_g.wav,,,
list1,157T,n,NA,g,,157_n_g.wav,,,
list2,157T,n,NA,g,,157_n_g.wav,,,
list3,157T,n,NA,g,,157_n_g.wav,,,
list4,157T,n,NA,g,,157_n_g.wav,,,
list5,157T,n,NA,g,,157_n_g.wav,,,
list6,157T,n,NA,g,,157_n_g.wav,,,
list1,158T,l,s,g,,158_l_g-spl.wav,,,
list2,158T,l,s,g,,158_l_g-spl.wav,,,
list3,158T,l,s,g,,158_l_g-spl.wav,,,
list4,158T,l,s,g,,158_l_g-spl.wav,,,
list5,158T,l,s,g,,158_l_g-spl.wav,,,
list6,158T,l,s,g,,158_l_g-spl.wav,,,
list1,159T,e,s,g,,159_e_g-spl.wav,Since when has Maura known two languages?,high school,college
list2,159T,e,s,g,,159_e_g-spl.wav,Since when has Maura known two languages?,high school,college
list3,159T,e,s,g,,159_e_g-spl.wav,Since when has Maura known two languages?,high school,college
list4,159T,e,s,g,,159_e_g-spl.wav,Since when has Maura known two languages?,high school,college
list5,159T,e,s,g,,159_e_g-spl.wav,Since when has Maura known two languages?,high school,college
list6,159T,e,s,g,,159_e_g-spl.wav,Since when has Maura known two languages?,high school,college
list1,160T,e,NA,g,,160_e_g-spl.wav,What is in the beakers?,chemicals,water
list2,160T,e,NA,g,,160_e_g-spl.wav,What is in the beakers?,chemicals,water
list3,160T,e,NA,g,,160_e_g-spl.wav,What is in the beakers?,chemicals,water
list4,160T,e,NA,g,,160_e_g-spl.wav,What is in the beakers?,chemicals,water
list5,160T,e,NA,g,,160_e_g-spl.wav,What is in the beakers?,chemicals,water
list6,160T,e,NA,g,,160_e_g-spl.wav,What is in the beakers?,chemicals,water
list1,161T,e,NA,g,,161_e_g-spl.wav,What kind of ads should the company try?,radio,magazine
list2,161T,e,NA,g,,161_e_g-spl.wav,What kind of ads should the company try?,radio,magazine
list3,161T,e,NA,g,,161_e_g-spl.wav,What kind of ads should the company try?,radio,magazine
list4,161T,e,NA,g,,161_e_g-spl.wav,What kind of ads should the company try?,radio,magazine
list5,161T,e,NA,g,,161_e_g-spl.wav,What kind of ads should the company try?,radio,magazine
list6,161T,e,NA,g,,161_e_g-spl.wav,What kind of ads should the company try?,radio,magazine
list1,162T,e,NA,g,,162_e_g-spl.wav,What will be found soon?,leak,mold
list2,162T,e,NA,g,,162_e_g-spl.wav,What will be found soon?,leak,mold
list3,162T,e,NA,g,,162_e_g-spl.wav,What will be found soon?,leak,mold
list4,162T,e,NA,g,,162_e_g-spl.wav,What will be found soon?,leak,mold
list5,162T,e,NA,g,,162_e_g-spl.wav,What will be found soon?,leak,mold
list6,162T,e,NA,g,,162_e_g-spl.wav,What will be found soon?,leak,mold
list1,163T,e,s,g,,163_e_g-spl.wav,,,
list2,163T,e,s,g,,163_e_g-spl.wav,,,
list3,163T,e,s,g,,163_e_g-spl.wav,,,
list4,163T,e,s,g,,163_e_g-spl.wav,,,
list5,163T,e,s,g,,163_e_g-spl.wav,,,
list6,163T,e,s,g,,163_e_g-spl.wav,,,
list1,164T,e,s,g,,164_e_g-spl.wav, ,,
list2,164T,e,s,g,,164_e_g-spl.wav, ,,
list3,164T,e,s,g,,164_e_g-spl.wav, ,,
list4,164T,e,s,g,,164_e_g-spl.wav, ,,
list5,164T,e,s,g,,164_e_g-spl.wav, ,,
list6,164T,e,s,g,,164_e_g-spl.wav, ,,
list1,165T,e,s,g,,165_e_g-spl.wav,What will get worse next week?,weather,traffic
list2,165T,e,s,g,,165_e_g-spl.wav,What will get worse next week?,weather,traffic
list3,165T,e,s,g,,165_e_g-spl.wav,What will get worse next week?,weather,traffic
list4,165T,e,s,g,,165_e_g-spl.wav,What will get worse next week?,weather,traffic
list5,165T,e,s,g,,165_e_g-spl.wav,What will get worse next week?,weather,traffic
list6,165T,e,s,g,,165_e_g-spl.wav,What will get worse next week?,weather,traffic
list1,166T,l,NA,g,,166_l_g-spl.wav,,,
list2,166T,l,NA,g,,166_l_g-spl.wav,,,
list3,166T,l,NA,g,,166_l_g-spl.wav,,,
list4,166T,l,NA,g,,166_l_g-spl.wav,,,
list5,166T,l,NA,g,,166_l_g-spl.wav,,,
list6,166T,l,NA,g,,166_l_g-spl.wav,,,
list1,167T,n,NA,g,,167_n_g.wav,,,
list2,167T,n,NA,g,,167_n_g.wav,,,
list3,167T,n,NA,g,,167_n_g.wav,,,
list4,167T,n,NA,g,,167_n_g.wav,,,
list5,167T,n,NA,g,,167_n_g.wav,,,
list6,167T,n,NA,g,,167_n_g.wav,,,
list1,168T,n,NA,g,,168_n_g.wav,,,
list2,168T,n,NA,g,,168_n_g.wav,,,
list3,168T,n,NA,g,,168_n_g.wav,,,
list4,168T,n,NA,g,,168_n_g.wav,,,
list5,168T,n,NA,g,,168_n_g.wav,,,
list6,168T,n,NA,g,,168_n_g.wav,,,
list1,169T,n,NA,g,,169_n_g.wav,,,
list2,169T,n,NA,g,,169_n_g.wav,,,
list3,169T,n,NA,g,,169_n_g.wav,,,
list4,169T,n,NA,g,,169_n_g.wav,,,
list5,169T,n,NA,g,,169_n_g.wav,,,
list6,169T,n,NA,g,,169_n_g.wav,,,
list1,170T,n,NA,g,,170_n_g.wav,What knocked down the power line?,storm,wind
list2,170T,n,NA,g,,170_n_g.wav,What knocked down the power line?,storm,wind
list3,170T,n,NA,g,,170_n_g.wav,What knocked down the power line?,storm,wind
list4,170T,n,NA,g,,170_n_g.wav,What knocked down the power line?,storm,wind
list5,170T,n,NA,g,,170_n_g.wav,What knocked down the power line?,storm,wind
list6,170T,n,NA,g,,170_n_g.wav,What knocked down the power line?,storm,wind
list1,171T,e,NA,u,,171_e_u-spl.wav,What lessons should the football player take?,ballet,math
list2,171T,e,NA,u,,171_e_u-spl.wav,What lessons should the football player take?,ballet,math
list3,171T,e,NA,u,,171_e_u-spl.wav,What lessons should the football player take?,ballet,math
list4,171T,e,NA,u,,171_e_u-spl.wav,What lessons should the football player take?,ballet,math
list5,171T,e,NA,u,,171_e_u-spl.wav,What lessons should the football player take?,ballet,math
list6,171T,e,NA,u,,171_e_u-spl.wav,What lessons should the football player take?,ballet,math
list1,172T,e,s,u,,172_e_u-spl.wav,What does the machine break down?,plastic,fabric
list2,172T,e,s,u,,172_e_u-spl.wav,What does the machine break down?,plastic,fabric
list3,172T,e,s,u,,172_e_u-spl.wav,What does the machine break down?,plastic,fabric
list4,172T,e,s,u,,172_e_u-spl.wav,What does the machine break down?,plastic,fabric
list5,172T,e,s,u,,172_e_u-spl.wav,What does the machine break down?,plastic,fabric
list6,172T,e,s,u,,172_e_u-spl.wav,What does the machine break down?,plastic,fabric
list1,173T,e,NA,u,,173_e_u-spl.wav,,,
list2,173T,e,NA,u,,173_e_u-spl.wav,,,
list3,173T,e,NA,u,,173_e_u-spl.wav,,,
list4,173T,e,NA,u,,173_e_u-spl.wav,,,
list5,173T,e,NA,u,,173_e_u-spl.wav,,,
list6,173T,e,NA,u,,173_e_u-spl.wav,,,
list1,174T,e,p,u,,174_e_u-spl.wav,,,
list2,174T,e,p,u,,174_e_u-spl.wav,,,
list3,174T,e,p,u,,174_e_u-spl.wav,,,
list4,174T,e,p,u,,174_e_u-spl.wav,,,
list5,174T,e,p,u,,174_e_u-spl.wav,,,
list6,174T,e,p,u,,174_e_u-spl.wav,,,
list1,175T,l,p,u,,175_l_u-spl.wav,Where did Maggie buy her magazine?,store,online
list2,175T,l,p,u,,175_l_u-spl.wav,Where did Maggie buy her magazine?,store,online
list3,175T,l,p,u,,175_l_u-spl.wav,Where did Maggie buy her magazine?,store,online
list4,175T,l,p,u,,175_l_u-spl.wav,Where did Maggie buy her magazine?,store,online
list5,175T,l,p,u,,175_l_u-spl.wav,Where did Maggie buy her magazine?,store,online
list6,175T,l,p,u,,175_l_u-spl.wav,Where did Maggie buy her magazine?,store,online
list1,176T,n,s,u,,176_n_u.wav,When did the barista mess up orders?,last week,last night
list2,176T,n,s,u,,176_n_u.wav,When did the barista mess up orders?,last week,last night
list3,176T,n,s,u,,176_n_u.wav,When did the barista mess up orders?,last week,last night
list4,176T,n,s,u,,176_n_u.wav,When did the barista mess up orders?,last week,last night
list5,176T,n,s,u,,176_n_u.wav,When did the barista mess up orders?,last week,last night
list6,176T,n,s,u,,176_n_u.wav,When did the barista mess up orders?,last week,last night
list1,177T,n,NA,u,,177_n_u.wav,Where did I visit?,Sweden,Germany
list2,177T,n,NA,u,,177_n_u.wav,Where did I visit?,Sweden,Germany
list3,177T,n,NA,u,,177_n_u.wav,Where did I visit?,Sweden,Germany
list4,177T,n,NA,u,,177_n_u.wav,Where did I visit?,Sweden,Germany
list5,177T,n,NA,u,,177_n_u.wav,Where did I visit?,Sweden,Germany
list6,177T,n,NA,u,,177_n_u.wav,Where did I visit?,Sweden,Germany
list1,178T,n,p,u,,178_n_u.wav,,,
list2,178T,n,p,u,,178_n_u.wav,,,
list3,178T,n,p,u,,178_n_u.wav,,,
list4,178T,n,p,u,,178_n_u.wav,,,
list5,178T,n,p,u,,178_n_u.wav,,,
list6,178T,n,p,u,,178_n_u.wav,,,
list1,179T,n,s,u,,179_n_u.wav,,,
list2,179T,n,s,u,,179_n_u.wav,,,
list3,179T,n,s,u,,179_n_u.wav,,,
list4,179T,n,s,u,,179_n_u.wav,,,
list5,179T,n,s,u,,179_n_u.wav,,,
list6,179T,n,s,u,,179_n_u.wav,,,
list1,180T,n,p,u,,180_n_u.wav,Where does the crossing guard talk with people?,corner,street
list2,180T,n,p,u,,180_n_u.wav,Where does the crossing guard talk with people?,corner,street
list3,180T,n,p,u,,180_n_u.wav,Where does the crossing guard talk with people?,corner,street
list4,180T,n,p,u,,180_n_u.wav,Where does the crossing guard talk with people?,corner,street
list5,180T,n,p,u,,180_n_u.wav,Where does the crossing guard talk with people?,corner,street
list6,180T,n,p,u,,180_n_u.wav,Where does the crossing guard talk with people?,corner,street
